Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,DepartureFlight,ElderlyPopulation ,HospitalBeds
5946,,Chad,2020/2/8,0,0,4,3.9,4
5947,,Chad,2020/2/9,0,0,5,3.9,4
5948,,Chad,2020/2/10,0,0,3,3.9,4
5949,,Chad,2020/2/11,0,0,4,3.9,4
5950,,Chad,2020/2/12,0,0,2,3.9,4
5951,,Chad,2020/2/13,0,0,5,3.9,4
5952,,Chad,2020/2/14,0,0,1,3.9,4
5953,,Chad,2020/2/15,0,0,3,3.9,4
5954,,Chad,2020/2/16,0,0,5,3.9,4
5955,,Chad,2020/2/17,0,0,3,3.9,4
5956,,Chad,2020/2/18,0,0,5,3.9,4
5957,,Chad,2020/2/19,0,0,2,3.9,4
5958,,Chad,2020/2/20,0,0,0,3.9,4
5959,,Chad,2020/2/21,0,0,3,3.9,4
5960,,Chad,2020/2/22,0,0,4,3.9,4
5961,,Chad,2020/2/23,0,0,5,3.9,4
5962,,Chad,2020/2/24,0,0,3,3.9,4
5963,,Chad,2020/2/25,0,0,4,3.9,4
5964,,Chad,2020/2/26,0,0,2,3.9,4
5965,,Chad,2020/2/27,0,0,6,3.9,4
5966,,Chad,2020/2/28,0,0,2,3.9,4
5967,,Chad,2020/2/29,0,0,4,3.9,4
5968,,Chad,2020/3/1,0,0,5,3.9,4
5969,,Chad,2020/3/2,0,0,1,3.9,4
5970,,Chad,2020/3/3,0,0,6,3.9,4
5971,,Chad,2020/3/4,0,0,3,3.9,4
5972,,Chad,2020/3/5,0,0,5,3.9,4
5973,,Chad,2020/3/6,0,0,3,3.9,4
5974,,Chad,2020/3/7,0,0,4,3.9,4
5975,,Chad,2020/3/8,0,0,5,3.9,4
5976,,Chad,2020/3/9,0,0,2,3.9,4
5977,,Chad,2020/3/10,0,0,6,3.9,4
5978,,Chad,2020/3/11,0,0,3,3.9,4
5979,,Chad,2020/3/12,0,0,4,3.9,4
5980,,Chad,2020/3/13,0,0,1,3.9,4
5981,,Chad,2020/3/14,0,0,4,3.9,4
5982,,Chad,2020/3/15,0,0,4,3.9,4
5983,,Chad,2020/3/16,0,0,2,3.9,4
5984,,Chad,2020/3/17,0,0,5,3.9,4
5985,,Chad,2020/3/18,0,0,1,3.9,4
5986,,Chad,2020/3/19,1,0,0,3.9,4
5987,,Chad,2020/3/20,1,0,0,3.9,4
5988,,Chad,2020/3/21,1,0,0,3.9,4
5989,,Chad,2020/3/22,1,0,0,3.9,4
5990,,Chad,2020/3/23,1,0,0,3.9,4
5991,,Chad,2020/3/24,3,0,0,3.9,4
5992,,Chad,2020/3/25,3,0,0,3.9,4
5993,,Chad,2020/3/26,3,0,0,3.9,4
5994,,Chad,2020/3/27,3,0,0,3.9,4
5995,,Chad,2020/3/28,3,0,0,3.9,4
5996,,Chad,2020/3/29,3,0,0,3.9,4
5997,,Chad,2020/3/30,5,0,0,3.9,4
5998,,Chad,2020/3/31,7,0,0,3.9,4
5999,,Chad,2020/4/1,7,0,0,3.9,4
6000,,Chad,2020/4/2,8,0,0,3.9,4
6001,,Chad,2020/4/3,8,0,0,3.9,4
6002,,Chad,2020/4/4,9,0,0,3.9,4
6003,,Chad,2020/4/5,9,0,0,3.9,4
6004,,Chad,2020/4/6,9,0,0,3.9,4
6005,,Chad,2020/4/7,10,0,0,3.9,4
6006,,Chad,2020/4/8,10,0,0,3.9,4
6007,,Chad,2020/4/9,11,0,0,3.9,4
6008,,Chad,2020/4/10,11,0,0,3.9,4
6009,,Chad,2020/4/11,11,0,0,3.9,4
6010,,Chad,2020/4/12,18,0,0,3.9,4
6011,,Chad,2020/4/13,23,0,0,3.9,4
6043,,Chile,2020/1/22,0,0,87,17.4,22
6044,,Chile,2020/1/23,0,0,96,17.4,22
6045,,Chile,2020/1/24,0,0,92,17.4,22
6046,,Chile,2020/1/25,0,0,102,17.4,22
6047,,Chile,2020/1/26,0,0,94,17.4,22
6048,,Chile,2020/1/27,0,0,95,17.4,22
6049,,Chile,2020/1/28,0,0,86,17.4,22
6050,,Chile,2020/1/29,0,0,96,17.4,22
6051,,Chile,2020/1/30,0,0,97,17.4,22
6052,,Chile,2020/1/31,0,0,0,17.4,22
6053,,Chile,2020/2/1,0,0,99,17.4,22
6054,,Chile,2020/2/2,0,0,97,17.4,22
6055,,Chile,2020/2/3,0,0,94,17.4,22
6056,,Chile,2020/2/4,0,0,87,17.4,22
6057,,Chile,2020/2/5,0,0,91,17.4,22
6058,,Chile,2020/2/6,0,0,94,17.4,22
6059,,Chile,2020/2/7,0,0,90,17.4,22
6060,,Chile,2020/2/8,0,0,96,17.4,22
6061,,Chile,2020/2/9,0,0,93,17.4,22
6062,,Chile,2020/2/10,0,0,97,17.4,22
6063,,Chile,2020/2/11,0,0,84,17.4,22
6064,,Chile,2020/2/12,0,0,84,17.4,22
6065,,Chile,2020/2/13,0,0,92,17.4,22
6066,,Chile,2020/2/14,0,0,100,17.4,22
6067,,Chile,2020/2/15,0,0,105,17.4,22
6068,,Chile,2020/2/16,0,0,95,17.4,22
6069,,Chile,2020/2/17,0,0,96,17.4,22
6070,,Chile,2020/2/18,0,0,82,17.4,22
6071,,Chile,2020/2/19,0,0,87,17.4,22
6072,,Chile,2020/2/20,0,0,0,17.4,22
6073,,Chile,2020/2/21,0,0,93,17.4,22
6074,,Chile,2020/2/22,0,0,102,17.4,22
6075,,Chile,2020/2/23,0,0,90,17.4,22
6076,,Chile,2020/2/24,0,0,96,17.4,22
6077,,Chile,2020/2/25,0,0,81,17.4,22
6078,,Chile,2020/2/26,0,0,82,17.4,22
6079,,Chile,2020/2/27,0,0,94,17.4,22
6080,,Chile,2020/2/28,0,0,95,17.4,22
6081,,Chile,2020/2/29,0,0,99,17.4,22
6082,,Chile,2020/3/1,0,0,95,17.4,22
6083,,Chile,2020/3/2,0,0,102,17.4,22
6084,,Chile,2020/3/3,1,0,76,17.4,22
6085,,Chile,2020/3/4,1,0,80,17.4,22
6086,,Chile,2020/3/5,4,0,86,17.4,22
6087,,Chile,2020/3/6,4,0,89,17.4,22
6088,,Chile,2020/3/7,4,0,89,17.4,22
6089,,Chile,2020/3/8,8,0,91,17.4,22
6090,,Chile,2020/3/9,8,0,88,17.4,22
6091,,Chile,2020/3/10,13,0,73,17.4,22
6092,,Chile,2020/3/11,23,0,79,17.4,22
6093,,Chile,2020/3/12,23,0,83,17.4,22
6094,,Chile,2020/3/13,43,0,91,17.4,22
6095,,Chile,2020/3/14,61,0,90,17.4,22
6096,,Chile,2020/3/15,74,0,82,17.4,22
6097,,Chile,2020/3/16,155,0,89,17.4,22
6098,,Chile,2020/3/17,201,0,65,17.4,22
6099,,Chile,2020/3/18,238,0,55,17.4,22
6100,,Chile,2020/3/19,238,0,55,17.4,22
6101,,Chile,2020/3/20,434,0,53,17.4,22
6102,,Chile,2020/3/21,537,0,47,17.4,22
6103,,Chile,2020/3/22,632,1,25,17.4,22
6104,,Chile,2020/3/23,746,2,26,17.4,22
6105,,Chile,2020/3/24,922,2,20,17.4,22
6106,,Chile,2020/3/25,1142,3,21,17.4,22
6107,,Chile,2020/3/26,1306,4,15,17.4,22
6108,,Chile,2020/3/27,1610,5,19,17.4,22
6109,,Chile,2020/3/28,1909,6,14,17.4,22
6110,,Chile,2020/3/29,2139,7,11,17.4,22
6111,,Chile,2020/3/30,2449,8,9,17.4,22
6112,,Chile,2020/3/31,2738,12,8,17.4,22
6113,,Chile,2020/4/1,3031,16,12,17.4,22
6114,,Chile,2020/4/2,3404,18,11,17.4,22
6115,,Chile,2020/4/3,3737,22,10,17.4,22
6116,,Chile,2020/4/4,4161,27,12,17.4,22
6117,,Chile,2020/4/5,4471,34,7,17.4,22
6118,,Chile,2020/4/6,4815,37,8,17.4,22
6119,,Chile,2020/4/7,5116,43,6,17.4,22
6120,,Chile,2020/4/8,5546,48,6,17.4,22
6121,,Chile,2020/4/9,5972,57,11,17.4,22
6122,,Chile,2020/4/10,6501,65,9,17.4,22
6123,,Chile,2020/4/11,6927,73,0,17.4,22
6124,,Chile,2020/4/12,7213,80,0,17.4,22
6125,,Chile,2020/4/13,7525,82,6,17.4,22
6157,Anhui,China,2020/1/22,1,0,1243,17.4,34.4
6158,Anhui,China,2020/1/23,9,0,1211,17.4,34.4
6159,Anhui,China,2020/1/24,15,0,1189,17.4,34.4
6160,Anhui,China,2020/1/25,39,0,1155,17.4,34.4
6161,Anhui,China,2020/1/26,60,0,1170,17.4,34.4
6162,Anhui,China,2020/1/27,70,0,1109,17.4,34.4
6163,Anhui,China,2020/1/28,106,0,1122,17.4,34.4
6164,Anhui,China,2020/1/29,152,0,1116,17.4,34.4
6165,Anhui,China,2020/1/30,200,0,1096,17.4,34.4
6166,Anhui,China,2020/1/31,237,0,0,17.4,34.4
6167,Anhui,China,2020/2/1,297,0,855,17.4,34.4
6168,Anhui,China,2020/2/2,340,0,775,17.4,34.4
6169,Anhui,China,2020/2/3,408,0,630,17.4,34.4
6170,Anhui,China,2020/2/4,480,0,560,17.4,34.4
6171,Anhui,China,2020/2/5,530,0,506,17.4,34.4
6172,Anhui,China,2020/2/6,591,0,456,17.4,34.4
6173,Anhui,China,2020/2/7,665,0,477,17.4,34.4
6174,Anhui,China,2020/2/8,733,0,426,17.4,34.4
6175,Anhui,China,2020/2/9,779,1,433,17.4,34.4
6176,Anhui,China,2020/2/10,830,3,339,17.4,34.4
6177,Anhui,China,2020/2/11,860,4,290,17.4,34.4
6178,Anhui,China,2020/2/12,889,4,278,17.4,34.4
6179,Anhui,China,2020/2/13,910,5,249,17.4,34.4
6180,Anhui,China,2020/2/14,934,6,263,17.4,34.4
6181,Anhui,China,2020/2/15,950,6,259,17.4,34.4
6182,Anhui,China,2020/2/16,962,6,279,17.4,34.4
6183,Anhui,China,2020/2/17,973,6,211,17.4,34.4
6184,Anhui,China,2020/2/18,982,6,206,17.4,34.4
6185,Anhui,China,2020/2/19,986,6,212,17.4,34.4
6186,Anhui,China,2020/2/20,987,6,0,17.4,34.4
6187,Anhui,China,2020/2/21,988,6,206,17.4,34.4
6188,Anhui,China,2020/2/22,989,6,203,17.4,34.4
6189,Anhui,China,2020/2/23,989,6,213,17.4,34.4
6190,Anhui,China,2020/2/24,989,6,187,17.4,34.4
6191,Anhui,China,2020/2/25,989,6,185,17.4,34.4
6192,Anhui,China,2020/2/26,989,6,199,17.4,34.4
6193,Anhui,China,2020/2/27,989,6,198,17.4,34.4
6194,Anhui,China,2020/2/28,990,6,231,17.4,34.4
6195,Anhui,China,2020/2/29,990,6,212,17.4,34.4
6196,Anhui,China,2020/3/1,990,6,242,17.4,34.4
6197,Anhui,China,2020/3/2,990,6,215,17.4,34.4
6198,Anhui,China,2020/3/3,990,6,206,17.4,34.4
6199,Anhui,China,2020/3/4,990,6,215,17.4,34.4
6200,Anhui,China,2020/3/5,990,6,196,17.4,34.4
6201,Anhui,China,2020/3/6,990,6,229,17.4,34.4
6202,Anhui,China,2020/3/7,990,6,204,17.4,34.4
6203,Anhui,China,2020/3/8,990,6,206,17.4,34.4
6204,Anhui,China,2020/3/9,990,6,179,17.4,34.4
6205,Anhui,China,2020/3/10,990,6,192,17.4,34.4
6206,Anhui,China,2020/3/11,990,6,193,17.4,34.4
6207,Anhui,China,2020/3/12,990,6,175,17.4,34.4
6208,Anhui,China,2020/3/13,990,6,204,17.4,34.4
6209,Anhui,China,2020/3/14,990,6,193,17.4,34.4
6210,Anhui,China,2020/3/15,990,6,196,17.4,34.4
6211,Anhui,China,2020/3/16,990,6,191,17.4,34.4
6212,Anhui,China,2020/3/17,990,6,161,17.4,34.4
6213,Anhui,China,2020/3/18,990,6,187,17.4,34.4
6214,Anhui,China,2020/3/19,990,6,180,17.4,34.4
6215,Anhui,China,2020/3/20,990,6,196,17.4,34.4
6216,Anhui,China,2020/3/21,990,6,184,17.4,34.4
6217,Anhui,China,2020/3/22,990,6,178,17.4,34.4
6218,Anhui,China,2020/3/23,990,6,163,17.4,34.4
6219,Anhui,China,2020/3/24,990,6,149,17.4,34.4
6220,Anhui,China,2020/3/25,990,6,169,17.4,34.4
6221,Anhui,China,2020/3/26,990,6,154,17.4,34.4
6222,Anhui,China,2020/3/27,990,6,165,17.4,34.4
6223,Anhui,China,2020/3/28,990,6,170,17.4,34.4
6224,Anhui,China,2020/3/29,990,6,84,17.4,34.4
6225,Anhui,China,2020/3/30,990,6,88,17.4,34.4
6226,Anhui,China,2020/3/31,990,6,97,17.4,34.4
6227,Anhui,China,2020/4/1,990,6,116,17.4,34.4
6228,Anhui,China,2020/4/2,990,6,112,17.4,34.4
6229,Anhui,China,2020/4/3,990,6,127,17.4,34.4
6230,Anhui,China,2020/4/4,990,6,89,17.4,34.4
6231,Anhui,China,2020/4/5,990,6,84,17.4,34.4
6232,Anhui,China,2020/4/6,990,6,79,17.4,34.4
6233,Anhui,China,2020/4/7,990,6,76,17.4,34.4
6234,Anhui,China,2020/4/8,990,6,94,17.4,34.4
6235,Anhui,China,2020/4/9,991,6,84,17.4,34.4
6236,Anhui,China,2020/4/10,991,6,101,17.4,34.4
6237,Anhui,China,2020/4/11,991,6,0,17.4,34.4
6238,Anhui,China,2020/4/12,991,6,0,17.4,34.4
6239,Anhui,China,2020/4/13,991,6,79,17.4,34.4
6271,Beijing,China,2020/1/22,14,0,1243,17.4,44.8
6272,Beijing,China,2020/1/23,22,0,1211,17.4,44.8
6273,Beijing,China,2020/1/24,36,0,1189,17.4,44.8
6274,Beijing,China,2020/1/25,41,0,1155,17.4,44.8
6275,Beijing,China,2020/1/26,68,0,1170,17.4,44.8
6276,Beijing,China,2020/1/27,80,1,1109,17.4,44.8
6277,Beijing,China,2020/1/28,91,1,1122,17.4,44.8
6278,Beijing,China,2020/1/29,111,1,1116,17.4,44.8
6279,Beijing,China,2020/1/30,114,1,1096,17.4,44.8
6280,Beijing,China,2020/1/31,139,1,0,17.4,44.8
6281,Beijing,China,2020/2/1,168,1,855,17.4,44.8
6282,Beijing,China,2020/2/2,191,1,775,17.4,44.8
6283,Beijing,China,2020/2/3,212,1,630,17.4,44.8
6284,Beijing,China,2020/2/4,228,1,560,17.4,44.8
6285,Beijing,China,2020/2/5,253,1,506,17.4,44.8
6286,Beijing,China,2020/2/6,274,1,456,17.4,44.8
6287,Beijing,China,2020/2/7,297,1,477,17.4,44.8
6288,Beijing,China,2020/2/8,315,2,426,17.4,44.8
6289,Beijing,China,2020/2/9,326,2,433,17.4,44.8
6290,Beijing,China,2020/2/10,337,2,339,17.4,44.8
6291,Beijing,China,2020/2/11,342,3,290,17.4,44.8
6292,Beijing,China,2020/2/12,352,3,278,17.4,44.8
6293,Beijing,China,2020/2/13,366,3,249,17.4,44.8
6294,Beijing,China,2020/2/14,372,3,263,17.4,44.8
6295,Beijing,China,2020/2/15,375,4,259,17.4,44.8
6296,Beijing,China,2020/2/16,380,4,279,17.4,44.8
6297,Beijing,China,2020/2/17,381,4,211,17.4,44.8
6298,Beijing,China,2020/2/18,387,4,206,17.4,44.8
6299,Beijing,China,2020/2/19,393,4,212,17.4,44.8
6300,Beijing,China,2020/2/20,395,4,0,17.4,44.8
6301,Beijing,China,2020/2/21,396,4,206,17.4,44.8
6302,Beijing,China,2020/2/22,399,4,203,17.4,44.8
6303,Beijing,China,2020/2/23,399,4,213,17.4,44.8
6304,Beijing,China,2020/2/24,399,4,187,17.4,44.8
6305,Beijing,China,2020/2/25,400,4,185,17.4,44.8
6306,Beijing,China,2020/2/26,400,4,199,17.4,44.8
6307,Beijing,China,2020/2/27,410,5,198,17.4,44.8
6308,Beijing,China,2020/2/28,410,7,231,17.4,44.8
6309,Beijing,China,2020/2/29,411,8,212,17.4,44.8
6310,Beijing,China,2020/3/1,413,8,242,17.4,44.8
6311,Beijing,China,2020/3/2,414,8,215,17.4,44.8
6312,Beijing,China,2020/3/3,414,8,206,17.4,44.8
6313,Beijing,China,2020/3/4,418,8,215,17.4,44.8
6314,Beijing,China,2020/3/5,418,8,196,17.4,44.8
6315,Beijing,China,2020/3/6,422,8,229,17.4,44.8
6316,Beijing,China,2020/3/7,426,8,204,17.4,44.8
6317,Beijing,China,2020/3/8,428,8,206,17.4,44.8
6318,Beijing,China,2020/3/9,428,8,179,17.4,44.8
6319,Beijing,China,2020/3/10,429,8,192,17.4,44.8
6320,Beijing,China,2020/3/11,435,8,193,17.4,44.8
6321,Beijing,China,2020/3/12,435,8,175,17.4,44.8
6322,Beijing,China,2020/3/13,436,8,204,17.4,44.8
6323,Beijing,China,2020/3/14,437,8,193,17.4,44.8
6324,Beijing,China,2020/3/15,442,8,196,17.4,44.8
6325,Beijing,China,2020/3/16,452,8,191,17.4,44.8
6326,Beijing,China,2020/3/17,456,8,161,17.4,44.8
6327,Beijing,China,2020/3/18,469,8,187,17.4,44.8
6328,Beijing,China,2020/3/19,480,8,180,17.4,44.8
6329,Beijing,China,2020/3/20,491,8,196,17.4,44.8
6330,Beijing,China,2020/3/21,504,8,184,17.4,44.8
6331,Beijing,China,2020/3/22,522,8,178,17.4,44.8
6332,Beijing,China,2020/3/23,537,8,163,17.4,44.8
6333,Beijing,China,2020/3/24,558,8,149,17.4,44.8
6334,Beijing,China,2020/3/25,561,8,169,17.4,44.8
6335,Beijing,China,2020/3/26,566,8,154,17.4,44.8
6336,Beijing,China,2020/3/27,569,8,165,17.4,44.8
6337,Beijing,China,2020/3/28,573,8,170,17.4,44.8
6338,Beijing,China,2020/3/29,577,8,84,17.4,44.8
6339,Beijing,China,2020/3/30,577,8,88,17.4,44.8
6340,Beijing,China,2020/3/31,580,8,97,17.4,44.8
6341,Beijing,China,2020/4/1,580,8,116,17.4,44.8
6342,Beijing,China,2020/4/2,582,8,112,17.4,44.8
6343,Beijing,China,2020/4/3,584,8,127,17.4,44.8
6344,Beijing,China,2020/4/4,585,8,89,17.4,44.8
6345,Beijing,China,2020/4/5,586,8,84,17.4,44.8
6346,Beijing,China,2020/4/6,587,8,79,17.4,44.8
6347,Beijing,China,2020/4/7,587,8,76,17.4,44.8
6348,Beijing,China,2020/4/8,588,8,94,17.4,44.8
6349,Beijing,China,2020/4/9,588,8,84,17.4,44.8
6350,Beijing,China,2020/4/10,588,8,101,17.4,44.8
6351,Beijing,China,2020/4/11,589,8,0,17.4,44.8
6352,Beijing,China,2020/4/12,589,8,0,17.4,44.8
6353,Beijing,China,2020/4/13,589,8,79,17.4,44.8
6385,Chongqing,China,2020/1/22,6,0,1243,17.4,41.2
6386,Chongqing,China,2020/1/23,9,0,1211,17.4,41.2
6387,Chongqing,China,2020/1/24,27,0,1189,17.4,41.2
6388,Chongqing,China,2020/1/25,57,0,1155,17.4,41.2
6389,Chongqing,China,2020/1/26,75,0,1170,17.4,41.2
6390,Chongqing,China,2020/1/27,110,0,1109,17.4,41.2
6391,Chongqing,China,2020/1/28,132,0,1122,17.4,41.2
6392,Chongqing,China,2020/1/29,147,0,1116,17.4,41.2
6393,Chongqing,China,2020/1/30,182,0,1096,17.4,41.2
6394,Chongqing,China,2020/1/31,211,0,0,17.4,41.2
6395,Chongqing,China,2020/2/1,247,1,855,17.4,41.2
6396,Chongqing,China,2020/2/2,300,2,775,17.4,41.2
6397,Chongqing,China,2020/2/3,337,2,630,17.4,41.2
6398,Chongqing,China,2020/2/4,366,2,560,17.4,41.2
6399,Chongqing,China,2020/2/5,389,2,506,17.4,41.2
6400,Chongqing,China,2020/2/6,411,2,456,17.4,41.2
6401,Chongqing,China,2020/2/7,426,2,477,17.4,41.2
6402,Chongqing,China,2020/2/8,428,2,426,17.4,41.2
6403,Chongqing,China,2020/2/9,468,2,433,17.4,41.2
6404,Chongqing,China,2020/2/10,486,2,339,17.4,41.2
6405,Chongqing,China,2020/2/11,505,3,290,17.4,41.2
6406,Chongqing,China,2020/2/12,518,3,278,17.4,41.2
6407,Chongqing,China,2020/2/13,529,4,249,17.4,41.2
6408,Chongqing,China,2020/2/14,537,5,263,17.4,41.2
6409,Chongqing,China,2020/2/15,544,5,259,17.4,41.2
6410,Chongqing,China,2020/2/16,551,5,279,17.4,41.2
6411,Chongqing,China,2020/2/17,553,5,211,17.4,41.2
6412,Chongqing,China,2020/2/18,555,5,206,17.4,41.2
6413,Chongqing,China,2020/2/19,560,5,212,17.4,41.2
6414,Chongqing,China,2020/2/20,567,6,0,17.4,41.2
6415,Chongqing,China,2020/2/21,572,6,206,17.4,41.2
6416,Chongqing,China,2020/2/22,573,6,203,17.4,41.2
6417,Chongqing,China,2020/2/23,575,6,213,17.4,41.2
6418,Chongqing,China,2020/2/24,576,6,187,17.4,41.2
6419,Chongqing,China,2020/2/25,576,6,185,17.4,41.2
6420,Chongqing,China,2020/2/26,576,6,199,17.4,41.2
6421,Chongqing,China,2020/2/27,576,6,198,17.4,41.2
6422,Chongqing,China,2020/2/28,576,6,231,17.4,41.2
6423,Chongqing,China,2020/2/29,576,6,212,17.4,41.2
6424,Chongqing,China,2020/3/1,576,6,242,17.4,41.2
6425,Chongqing,China,2020/3/2,576,6,215,17.4,41.2
6426,Chongqing,China,2020/3/3,576,6,206,17.4,41.2
6427,Chongqing,China,2020/3/4,576,6,215,17.4,41.2
6428,Chongqing,China,2020/3/5,576,6,196,17.4,41.2
6429,Chongqing,China,2020/3/6,576,6,229,17.4,41.2
6430,Chongqing,China,2020/3/7,576,6,204,17.4,41.2
6431,Chongqing,China,2020/3/8,576,6,206,17.4,41.2
6432,Chongqing,China,2020/3/9,576,6,179,17.4,41.2
6433,Chongqing,China,2020/3/10,576,6,192,17.4,41.2
6434,Chongqing,China,2020/3/11,576,6,193,17.4,41.2
6435,Chongqing,China,2020/3/12,576,6,175,17.4,41.2
6436,Chongqing,China,2020/3/13,576,6,204,17.4,41.2
6437,Chongqing,China,2020/3/14,576,6,193,17.4,41.2
6438,Chongqing,China,2020/3/15,576,6,196,17.4,41.2
6439,Chongqing,China,2020/3/16,576,6,191,17.4,41.2
6440,Chongqing,China,2020/3/17,576,6,161,17.4,41.2
6441,Chongqing,China,2020/3/18,576,6,187,17.4,41.2
6442,Chongqing,China,2020/3/19,576,6,180,17.4,41.2
6443,Chongqing,China,2020/3/20,576,6,196,17.4,41.2
6444,Chongqing,China,2020/3/21,576,6,184,17.4,41.2
6445,Chongqing,China,2020/3/22,577,6,178,17.4,41.2
6446,Chongqing,China,2020/3/23,578,6,163,17.4,41.2
6447,Chongqing,China,2020/3/24,578,6,149,17.4,41.2
6448,Chongqing,China,2020/3/25,578,6,169,17.4,41.2
6449,Chongqing,China,2020/3/26,578,6,154,17.4,41.2
6450,Chongqing,China,2020/3/27,578,6,165,17.4,41.2
6451,Chongqing,China,2020/3/28,578,6,170,17.4,41.2
6452,Chongqing,China,2020/3/29,579,6,84,17.4,41.2
6453,Chongqing,China,2020/3/30,579,6,88,17.4,41.2
6454,Chongqing,China,2020/3/31,579,6,97,17.4,41.2
6455,Chongqing,China,2020/4/1,579,6,116,17.4,41.2
6456,Chongqing,China,2020/4/2,579,6,112,17.4,41.2
6457,Chongqing,China,2020/4/3,579,6,127,17.4,41.2
6458,Chongqing,China,2020/4/4,579,6,89,17.4,41.2
6459,Chongqing,China,2020/4/5,579,6,84,17.4,41.2
6460,Chongqing,China,2020/4/6,579,6,79,17.4,41.2
6461,Chongqing,China,2020/4/7,579,6,76,17.4,41.2
6462,Chongqing,China,2020/4/8,579,6,94,17.4,41.2
6463,Chongqing,China,2020/4/9,579,6,84,17.4,41.2
6464,Chongqing,China,2020/4/10,579,6,101,17.4,41.2
6465,Chongqing,China,2020/4/11,579,6,0,17.4,41.2
6466,Chongqing,China,2020/4/12,579,6,0,17.4,41.2
6467,Chongqing,China,2020/4/13,579,6,79,17.4,41.2
6499,Fujian,China,2020/1/22,1,0,1243,17.4,34.5
6500,Fujian,China,2020/1/23,5,0,1211,17.4,34.5
6501,Fujian,China,2020/1/24,10,0,1189,17.4,34.5
6502,Fujian,China,2020/1/25,18,0,1155,17.4,34.5
6503,Fujian,China,2020/1/26,35,0,1170,17.4,34.5
6504,Fujian,China,2020/1/27,59,0,1109,17.4,34.5
6505,Fujian,China,2020/1/28,80,0,1122,17.4,34.5
6506,Fujian,China,2020/1/29,84,0,1116,17.4,34.5
6507,Fujian,China,2020/1/30,101,0,1096,17.4,34.5
6508,Fujian,China,2020/1/31,120,0,0,17.4,34.5
6509,Fujian,China,2020/2/1,144,0,855,17.4,34.5
6510,Fujian,China,2020/2/2,159,0,775,17.4,34.5
6511,Fujian,China,2020/2/3,179,0,630,17.4,34.5
6512,Fujian,China,2020/2/4,194,0,560,17.4,34.5
6513,Fujian,China,2020/2/5,205,0,506,17.4,34.5
6514,Fujian,China,2020/2/6,215,0,456,17.4,34.5
6515,Fujian,China,2020/2/7,224,0,477,17.4,34.5
6516,Fujian,China,2020/2/8,239,0,426,17.4,34.5
6517,Fujian,China,2020/2/9,250,0,433,17.4,34.5
6518,Fujian,China,2020/2/10,261,0,339,17.4,34.5
6519,Fujian,China,2020/2/11,267,0,290,17.4,34.5
6520,Fujian,China,2020/2/12,272,0,278,17.4,34.5
6521,Fujian,China,2020/2/13,279,0,249,17.4,34.5
6522,Fujian,China,2020/2/14,281,0,263,17.4,34.5
6523,Fujian,China,2020/2/15,285,0,259,17.4,34.5
6524,Fujian,China,2020/2/16,287,0,279,17.4,34.5
6525,Fujian,China,2020/2/17,290,0,211,17.4,34.5
6526,Fujian,China,2020/2/18,292,0,206,17.4,34.5
6527,Fujian,China,2020/2/19,293,0,212,17.4,34.5
6528,Fujian,China,2020/2/20,293,1,0,17.4,34.5
6529,Fujian,China,2020/2/21,293,1,206,17.4,34.5
6530,Fujian,China,2020/2/22,293,1,203,17.4,34.5
6531,Fujian,China,2020/2/23,293,1,213,17.4,34.5
6532,Fujian,China,2020/2/24,293,1,187,17.4,34.5
6533,Fujian,China,2020/2/25,294,1,185,17.4,34.5
6534,Fujian,China,2020/2/26,294,1,199,17.4,34.5
6535,Fujian,China,2020/2/27,296,1,198,17.4,34.5
6536,Fujian,China,2020/2/28,296,1,231,17.4,34.5
6537,Fujian,China,2020/2/29,296,1,212,17.4,34.5
6538,Fujian,China,2020/3/1,296,1,242,17.4,34.5
6539,Fujian,China,2020/3/2,296,1,215,17.4,34.5
6540,Fujian,China,2020/3/3,296,1,206,17.4,34.5
6541,Fujian,China,2020/3/4,296,1,215,17.4,34.5
6542,Fujian,China,2020/3/5,296,1,196,17.4,34.5
6543,Fujian,China,2020/3/6,296,1,229,17.4,34.5
6544,Fujian,China,2020/3/7,296,1,204,17.4,34.5
6545,Fujian,China,2020/3/8,296,1,206,17.4,34.5
6546,Fujian,China,2020/3/9,296,1,179,17.4,34.5
6547,Fujian,China,2020/3/10,296,1,192,17.4,34.5
6548,Fujian,China,2020/3/11,296,1,193,17.4,34.5
6549,Fujian,China,2020/3/12,296,1,175,17.4,34.5
6550,Fujian,China,2020/3/13,296,1,204,17.4,34.5
6551,Fujian,China,2020/3/14,296,1,193,17.4,34.5
6552,Fujian,China,2020/3/15,296,1,196,17.4,34.5
6553,Fujian,China,2020/3/16,296,1,191,17.4,34.5
6554,Fujian,China,2020/3/17,296,1,161,17.4,34.5
6555,Fujian,China,2020/3/18,296,1,187,17.4,34.5
6556,Fujian,China,2020/3/19,296,1,180,17.4,34.5
6557,Fujian,China,2020/3/20,299,1,196,17.4,34.5
6558,Fujian,China,2020/3/21,303,1,184,17.4,34.5
6559,Fujian,China,2020/3/22,313,1,178,17.4,34.5
6560,Fujian,China,2020/3/23,313,1,163,17.4,34.5
6561,Fujian,China,2020/3/24,318,1,149,17.4,34.5
6562,Fujian,China,2020/3/25,322,1,169,17.4,34.5
6563,Fujian,China,2020/3/26,328,1,154,17.4,34.5
6564,Fujian,China,2020/3/27,331,1,165,17.4,34.5
