Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,DepartureFlight,ElderlyPopulation 
10961,Faroe Islands,Denmark,2020-02-07,0.0,0.0,347,26.1
10962,Faroe Islands,Denmark,2020-02-08,0.0,0.0,232,26.1
10963,Faroe Islands,Denmark,2020-02-09,0.0,0.0,253,26.1
10964,Faroe Islands,Denmark,2020-02-10,0.0,0.0,317,26.1
10965,Faroe Islands,Denmark,2020-02-11,0.0,0.0,274,26.1
10966,Faroe Islands,Denmark,2020-02-12,0.0,0.0,296,26.1
10967,Faroe Islands,Denmark,2020-02-13,0.0,0.0,319,26.1
10968,Faroe Islands,Denmark,2020-02-14,0.0,0.0,340,26.1
10969,Faroe Islands,Denmark,2020-02-15,0.0,0.0,238,26.1
10970,Faroe Islands,Denmark,2020-02-16,0.0,0.0,300,26.1
10971,Faroe Islands,Denmark,2020-02-17,0.0,0.0,352,26.1
10972,Faroe Islands,Denmark,2020-02-18,0.0,0.0,297,26.1
10973,Faroe Islands,Denmark,2020-02-19,0.0,0.0,305,26.1
10974,Faroe Islands,Denmark,2020-02-20,0.0,0.0,0,26.1
10975,Faroe Islands,Denmark,2020-02-21,0.0,0.0,345,26.1
10976,Faroe Islands,Denmark,2020-02-22,0.0,0.0,232,26.1
10977,Faroe Islands,Denmark,2020-02-23,0.0,0.0,305,26.1
10978,Faroe Islands,Denmark,2020-02-24,0.0,0.0,348,26.1
10979,Faroe Islands,Denmark,2020-02-25,0.0,0.0,300,26.1
10980,Faroe Islands,Denmark,2020-02-26,0.0,0.0,311,26.1
10981,Faroe Islands,Denmark,2020-02-27,0.0,0.0,328,26.1
10982,Faroe Islands,Denmark,2020-02-28,0.0,0.0,355,26.1
10983,Faroe Islands,Denmark,2020-02-29,0.0,0.0,232,26.1
10984,Faroe Islands,Denmark,2020-03-01,0.0,0.0,316,26.1
10985,Faroe Islands,Denmark,2020-03-02,0.0,0.0,355,26.1
10986,Faroe Islands,Denmark,2020-03-03,0.0,0.0,316,26.1
10987,Faroe Islands,Denmark,2020-03-04,1.0,0.0,312,26.1
10988,Faroe Islands,Denmark,2020-03-05,1.0,0.0,324,26.1
10989,Faroe Islands,Denmark,2020-03-06,1.0,0.0,338,26.1
10990,Faroe Islands,Denmark,2020-03-07,1.0,0.0,222,26.1
10991,Faroe Islands,Denmark,2020-03-08,2.0,0.0,313,26.1
10992,Faroe Islands,Denmark,2020-03-09,2.0,0.0,334,26.1
10993,Faroe Islands,Denmark,2020-03-10,2.0,0.0,290,26.1
10994,Faroe Islands,Denmark,2020-03-11,2.0,0.0,287,26.1
10995,Faroe Islands,Denmark,2020-03-12,2.0,0.0,303,26.1
10996,Faroe Islands,Denmark,2020-03-13,3.0,0.0,313,26.1
10997,Faroe Islands,Denmark,2020-03-14,9.0,0.0,191,26.1
10998,Faroe Islands,Denmark,2020-03-15,11.0,0.0,254,26.1
10999,Faroe Islands,Denmark,2020-03-16,18.0,0.0,179,26.1
11000,Faroe Islands,Denmark,2020-03-17,47.0,0.0,124,26.1
11001,Faroe Islands,Denmark,2020-03-18,58.0,0.0,91,26.1
11002,Faroe Islands,Denmark,2020-03-19,72.0,0.0,94,26.1
11003,Faroe Islands,Denmark,2020-03-20,80.0,0.0,70,26.1
11004,Faroe Islands,Denmark,2020-03-21,92.0,0.0,56,26.1
11005,Faroe Islands,Denmark,2020-03-22,115.0,0.0,49,26.1
11006,Faroe Islands,Denmark,2020-03-23,118.0,0.0,20,26.1
11007,Faroe Islands,Denmark,2020-03-24,122.0,0.0,18,26.1
11008,Faroe Islands,Denmark,2020-03-25,132.0,0.0,22,26.1
11009,Faroe Islands,Denmark,2020-03-26,140.0,0.0,20,26.1
11010,Faroe Islands,Denmark,2020-03-27,144.0,0.0,20,26.1
11011,Faroe Islands,Denmark,2020-03-28,155.0,0.0,18,26.1
11012,Faroe Islands,Denmark,2020-03-29,159.0,0.0,16,26.1
11013,Faroe Islands,Denmark,2020-03-30,168.0,0.0,12,26.1
11014,Faroe Islands,Denmark,2020-03-31,169.0,0.0,14,26.1
11015,Faroe Islands,Denmark,2020-04-01,173.0,0.0,16,26.1
11016,Faroe Islands,Denmark,2020-04-02,177.0,0.0,13,26.1
11017,Faroe Islands,Denmark,2020-04-03,179.0,0.0,14,26.1
11018,Faroe Islands,Denmark,2020-04-04,181.0,0.0,10,26.1
11019,Faroe Islands,Denmark,2020-04-05,181.0,0.0,15,26.1
11020,Faroe Islands,Denmark,2020-04-06,183.0,0.0,15,26.1
11021,Faroe Islands,Denmark,2020-04-07,184.0,0.0,11,26.1
11022,Faroe Islands,Denmark,2020-04-08,184.0,0.0,15,26.1
11023,Faroe Islands,Denmark,2020-04-09,184.0,0.0,8,26.1
11024,Faroe Islands,Denmark,2020-04-10,184.0,0.0,6,26.1
11025,Faroe Islands,Denmark,2020-04-11,184.0,0.0,0,26.1
11026,Faroe Islands,Denmark,2020-04-12,184.0,0.0,0,26.1
11027,Faroe Islands,Denmark,2020-04-13,184.0,0.0,8,26.1
11059,Greenland,Denmark,2020-01-22,0.0,0.0,288,26.1
11060,Greenland,Denmark,2020-01-23,0.0,0.0,290,26.1
11061,Greenland,Denmark,2020-01-24,0.0,0.0,328,26.1
11062,Greenland,Denmark,2020-01-25,0.0,0.0,194,26.1
11063,Greenland,Denmark,2020-01-26,0.0,0.0,276,26.1
11064,Greenland,Denmark,2020-01-27,0.0,0.0,336,26.1
11065,Greenland,Denmark,2020-01-28,0.0,0.0,279,26.1
11066,Greenland,Denmark,2020-01-29,0.0,0.0,273,26.1
11067,Greenland,Denmark,2020-01-30,0.0,0.0,308,26.1
11068,Greenland,Denmark,2020-01-31,0.0,0.0,0,26.1
11069,Greenland,Denmark,2020-02-01,0.0,0.0,205,26.1
11070,Greenland,Denmark,2020-02-02,0.0,0.0,287,26.1
11071,Greenland,Denmark,2020-02-03,0.0,0.0,345,26.1
11072,Greenland,Denmark,2020-02-04,0.0,0.0,291,26.1
11073,Greenland,Denmark,2020-02-05,0.0,0.0,301,26.1
11074,Greenland,Denmark,2020-02-06,0.0,0.0,314,26.1
11075,Greenland,Denmark,2020-02-07,0.0,0.0,347,26.1
11076,Greenland,Denmark,2020-02-08,0.0,0.0,232,26.1
11077,Greenland,Denmark,2020-02-09,0.0,0.0,253,26.1
11078,Greenland,Denmark,2020-02-10,0.0,0.0,317,26.1
11079,Greenland,Denmark,2020-02-11,0.0,0.0,274,26.1
11080,Greenland,Denmark,2020-02-12,0.0,0.0,296,26.1
11081,Greenland,Denmark,2020-02-13,0.0,0.0,319,26.1
11082,Greenland,Denmark,2020-02-14,0.0,0.0,340,26.1
11083,Greenland,Denmark,2020-02-15,0.0,0.0,238,26.1
11084,Greenland,Denmark,2020-02-16,0.0,0.0,300,26.1
11085,Greenland,Denmark,2020-02-17,0.0,0.0,352,26.1
11086,Greenland,Denmark,2020-02-18,0.0,0.0,297,26.1
11087,Greenland,Denmark,2020-02-19,0.0,0.0,305,26.1
11088,Greenland,Denmark,2020-02-20,0.0,0.0,0,26.1
11089,Greenland,Denmark,2020-02-21,0.0,0.0,345,26.1
11090,Greenland,Denmark,2020-02-22,0.0,0.0,232,26.1
11091,Greenland,Denmark,2020-02-23,0.0,0.0,305,26.1
11092,Greenland,Denmark,2020-02-24,0.0,0.0,348,26.1
11093,Greenland,Denmark,2020-02-25,0.0,0.0,300,26.1
11094,Greenland,Denmark,2020-02-26,0.0,0.0,311,26.1
11095,Greenland,Denmark,2020-02-27,0.0,0.0,328,26.1
11096,Greenland,Denmark,2020-02-28,0.0,0.0,355,26.1
11097,Greenland,Denmark,2020-02-29,0.0,0.0,232,26.1
11098,Greenland,Denmark,2020-03-01,0.0,0.0,316,26.1
11099,Greenland,Denmark,2020-03-02,0.0,0.0,355,26.1
11100,Greenland,Denmark,2020-03-03,0.0,0.0,316,26.1
11101,Greenland,Denmark,2020-03-04,0.0,0.0,312,26.1
11102,Greenland,Denmark,2020-03-05,0.0,0.0,324,26.1
11103,Greenland,Denmark,2020-03-06,0.0,0.0,338,26.1
11104,Greenland,Denmark,2020-03-07,0.0,0.0,222,26.1
11105,Greenland,Denmark,2020-03-08,0.0,0.0,313,26.1
11106,Greenland,Denmark,2020-03-09,0.0,0.0,334,26.1
11107,Greenland,Denmark,2020-03-10,0.0,0.0,290,26.1
11108,Greenland,Denmark,2020-03-11,0.0,0.0,287,26.1
11109,Greenland,Denmark,2020-03-12,0.0,0.0,303,26.1
11110,Greenland,Denmark,2020-03-13,0.0,0.0,313,26.1
11111,Greenland,Denmark,2020-03-14,0.0,0.0,191,26.1
11112,Greenland,Denmark,2020-03-15,0.0,0.0,254,26.1
11113,Greenland,Denmark,2020-03-16,1.0,0.0,179,26.1
11114,Greenland,Denmark,2020-03-17,1.0,0.0,124,26.1
11115,Greenland,Denmark,2020-03-18,1.0,0.0,91,26.1
11116,Greenland,Denmark,2020-03-19,2.0,0.0,94,26.1
11117,Greenland,Denmark,2020-03-20,2.0,0.0,70,26.1
11118,Greenland,Denmark,2020-03-21,2.0,0.0,56,26.1
11119,Greenland,Denmark,2020-03-22,4.0,0.0,49,26.1
11120,Greenland,Denmark,2020-03-23,4.0,0.0,20,26.1
11121,Greenland,Denmark,2020-03-24,5.0,0.0,18,26.1
11122,Greenland,Denmark,2020-03-25,6.0,0.0,22,26.1
11123,Greenland,Denmark,2020-03-26,6.0,0.0,20,26.1
11124,Greenland,Denmark,2020-03-27,10.0,0.0,20,26.1
11125,Greenland,Denmark,2020-03-28,10.0,0.0,18,26.1
11126,Greenland,Denmark,2020-03-29,10.0,0.0,16,26.1
11127,Greenland,Denmark,2020-03-30,10.0,0.0,12,26.1
11128,Greenland,Denmark,2020-03-31,10.0,0.0,14,26.1
11129,Greenland,Denmark,2020-04-01,10.0,0.0,16,26.1
11130,Greenland,Denmark,2020-04-02,10.0,0.0,13,26.1
11131,Greenland,Denmark,2020-04-03,10.0,0.0,14,26.1
11132,Greenland,Denmark,2020-04-04,11.0,0.0,10,26.1
11133,Greenland,Denmark,2020-04-05,11.0,0.0,15,26.1
11134,Greenland,Denmark,2020-04-06,11.0,0.0,15,26.1
11135,Greenland,Denmark,2020-04-07,11.0,0.0,11,26.1
11136,Greenland,Denmark,2020-04-08,11.0,0.0,15,26.1
11137,Greenland,Denmark,2020-04-09,11.0,0.0,8,26.1
11138,Greenland,Denmark,2020-04-10,11.0,0.0,6,26.1
11139,Greenland,Denmark,2020-04-11,11.0,0.0,0,26.1
11140,Greenland,Denmark,2020-04-12,11.0,0.0,0,26.1
11141,Greenland,Denmark,2020-04-13,11.0,0.0,8,26.1
11173,,Denmark,2020-01-22,0.0,0.0,288,26.1
11174,,Denmark,2020-01-23,0.0,0.0,290,26.1
11175,,Denmark,2020-01-24,0.0,0.0,328,26.1
11176,,Denmark,2020-01-25,0.0,0.0,194,26.1
11177,,Denmark,2020-01-26,0.0,0.0,276,26.1
11178,,Denmark,2020-01-27,0.0,0.0,336,26.1
11179,,Denmark,2020-01-28,0.0,0.0,279,26.1
11180,,Denmark,2020-01-29,0.0,0.0,273,26.1
11181,,Denmark,2020-01-30,0.0,0.0,308,26.1
11182,,Denmark,2020-01-31,0.0,0.0,0,26.1
11183,,Denmark,2020-02-01,0.0,0.0,205,26.1
11184,,Denmark,2020-02-02,0.0,0.0,287,26.1
11185,,Denmark,2020-02-03,0.0,0.0,345,26.1
11186,,Denmark,2020-02-04,0.0,0.0,291,26.1
11187,,Denmark,2020-02-05,0.0,0.0,301,26.1
11188,,Denmark,2020-02-06,0.0,0.0,314,26.1
11189,,Denmark,2020-02-07,0.0,0.0,347,26.1
11190,,Denmark,2020-02-08,0.0,0.0,232,26.1
11191,,Denmark,2020-02-09,0.0,0.0,253,26.1
11192,,Denmark,2020-02-10,0.0,0.0,317,26.1
11193,,Denmark,2020-02-11,0.0,0.0,274,26.1
11194,,Denmark,2020-02-12,0.0,0.0,296,26.1
11195,,Denmark,2020-02-13,0.0,0.0,319,26.1
11196,,Denmark,2020-02-14,0.0,0.0,340,26.1
11197,,Denmark,2020-02-15,0.0,0.0,238,26.1
11198,,Denmark,2020-02-16,0.0,0.0,300,26.1
11199,,Denmark,2020-02-17,0.0,0.0,352,26.1
11200,,Denmark,2020-02-18,0.0,0.0,297,26.1
11201,,Denmark,2020-02-19,0.0,0.0,305,26.1
11202,,Denmark,2020-02-20,0.0,0.0,0,26.1
11203,,Denmark,2020-02-21,0.0,0.0,345,26.1
11204,,Denmark,2020-02-22,0.0,0.0,232,26.1
11205,,Denmark,2020-02-23,0.0,0.0,305,26.1
11206,,Denmark,2020-02-24,0.0,0.0,348,26.1
11207,,Denmark,2020-02-25,0.0,0.0,300,26.1
11208,,Denmark,2020-02-26,0.0,0.0,311,26.1
11209,,Denmark,2020-02-27,1.0,0.0,328,26.1
11210,,Denmark,2020-02-28,1.0,0.0,355,26.1
11211,,Denmark,2020-02-29,3.0,0.0,232,26.1
11212,,Denmark,2020-03-01,4.0,0.0,316,26.1
11213,,Denmark,2020-03-02,4.0,0.0,355,26.1
11214,,Denmark,2020-03-03,6.0,0.0,316,26.1
11215,,Denmark,2020-03-04,10.0,0.0,312,26.1
11216,,Denmark,2020-03-05,10.0,0.0,324,26.1
11217,,Denmark,2020-03-06,23.0,0.0,338,26.1
11218,,Denmark,2020-03-07,23.0,0.0,222,26.1
11219,,Denmark,2020-03-08,35.0,0.0,313,26.1
11220,,Denmark,2020-03-09,90.0,0.0,334,26.1
11221,,Denmark,2020-03-10,262.0,0.0,290,26.1
11222,,Denmark,2020-03-11,442.0,0.0,287,26.1
11223,,Denmark,2020-03-12,615.0,0.0,303,26.1
11224,,Denmark,2020-03-13,801.0,0.0,313,26.1
11225,,Denmark,2020-03-14,827.0,1.0,191,26.1
11226,,Denmark,2020-03-15,864.0,2.0,254,26.1
11227,,Denmark,2020-03-16,914.0,3.0,179,26.1
11228,,Denmark,2020-03-17,977.0,4.0,124,26.1
11229,,Denmark,2020-03-18,1057.0,4.0,91,26.1
11230,,Denmark,2020-03-19,1151.0,6.0,94,26.1
11231,,Denmark,2020-03-20,1255.0,9.0,70,26.1
11232,,Denmark,2020-03-21,1326.0,13.0,56,26.1
11233,,Denmark,2020-03-22,1395.0,13.0,49,26.1
11234,,Denmark,2020-03-23,1450.0,24.0,20,26.1
11235,,Denmark,2020-03-24,1591.0,32.0,18,26.1
11236,,Denmark,2020-03-25,1724.0,34.0,22,26.1
11237,,Denmark,2020-03-26,1877.0,41.0,20,26.1
11238,,Denmark,2020-03-27,2046.0,52.0,20,26.1
11239,,Denmark,2020-03-28,2201.0,65.0,18,26.1
11240,,Denmark,2020-03-29,2395.0,72.0,16,26.1
11241,,Denmark,2020-03-30,2577.0,77.0,12,26.1
11242,,Denmark,2020-03-31,2860.0,90.0,14,26.1
11243,,Denmark,2020-04-01,3107.0,104.0,16,26.1
11244,,Denmark,2020-04-02,3386.0,123.0,13,26.1
11245,,Denmark,2020-04-03,3757.0,139.0,14,26.1
11246,,Denmark,2020-04-04,4077.0,161.0,10,26.1
11247,,Denmark,2020-04-05,4369.0,179.0,15,26.1
11248,,Denmark,2020-04-06,4681.0,187.0,15,26.1
11249,,Denmark,2020-04-07,5071.0,203.0,11,26.1
11250,,Denmark,2020-04-08,5402.0,218.0,15,26.1
11251,,Denmark,2020-04-09,5635.0,237.0,8,26.1
11252,,Denmark,2020-04-10,5819.0,247.0,6,26.1
11253,,Denmark,2020-04-11,5996.0,260.0,0,26.1
11254,,Denmark,2020-04-12,6174.0,273.0,0,26.1
11255,,Denmark,2020-04-13,6318.0,285.0,8,26.1
11287,,Diamond Princess,2020-01-22,0.0,0.0,0,
11288,,Diamond Princess,2020-01-23,0.0,0.0,0,
11289,,Diamond Princess,2020-01-24,0.0,0.0,0,
11290,,Diamond Princess,2020-01-25,0.0,0.0,0,
11291,,Diamond Princess,2020-01-26,0.0,0.0,0,
11292,,Diamond Princess,2020-01-27,0.0,0.0,0,
11293,,Diamond Princess,2020-01-28,0.0,0.0,0,
11294,,Diamond Princess,2020-01-29,0.0,0.0,0,
11295,,Diamond Princess,2020-01-30,0.0,0.0,0,
11296,,Diamond Princess,2020-01-31,0.0,0.0,0,
11297,,Diamond Princess,2020-02-01,0.0,0.0,0,
11298,,Diamond Princess,2020-02-02,0.0,0.0,0,
11299,,Diamond Princess,2020-02-03,0.0,0.0,0,
11300,,Diamond Princess,2020-02-04,0.0,0.0,0,
11301,,Diamond Princess,2020-02-05,0.0,0.0,0,
11302,,Diamond Princess,2020-02-06,0.0,0.0,0,
11303,,Diamond Princess,2020-02-07,61.0,0.0,0,
11304,,Diamond Princess,2020-02-08,61.0,0.0,0,
11305,,Diamond Princess,2020-02-09,64.0,0.0,0,
11306,,Diamond Princess,2020-02-10,135.0,0.0,0,
11307,,Diamond Princess,2020-02-11,135.0,0.0,0,
11308,,Diamond Princess,2020-02-12,175.0,0.0,0,
11309,,Diamond Princess,2020-02-13,175.0,0.0,0,
11310,,Diamond Princess,2020-02-14,218.0,0.0,0,
11311,,Diamond Princess,2020-02-15,285.0,0.0,0,
11312,,Diamond Princess,2020-02-16,355.0,0.0,0,
11313,,Diamond Princess,2020-02-17,454.0,0.0,0,
11314,,Diamond Princess,2020-02-18,542.0,0.0,0,
11315,,Diamond Princess,2020-02-19,621.0,0.0,0,
11316,,Diamond Princess,2020-02-20,634.0,2.0,0,
11317,,Diamond Princess,2020-02-21,634.0,2.0,0,
11318,,Diamond Princess,2020-02-22,634.0,2.0,0,
11319,,Diamond Princess,2020-02-23,691.0,3.0,0,
11320,,Diamond Princess,2020-02-24,691.0,3.0,0,
11321,,Diamond Princess,2020-02-25,691.0,3.0,0,
11322,,Diamond Princess,2020-02-26,705.0,4.0,0,
11323,,Diamond Princess,2020-02-27,705.0,4.0,0,
11324,,Diamond Princess,2020-02-28,705.0,6.0,0,
11325,,Diamond Princess,2020-02-29,705.0,6.0,0,
11326,,Diamond Princess,2020-03-01,705.0,6.0,0,
11327,,Diamond Princess,2020-03-02,705.0,6.0,0,
11328,,Diamond Princess,2020-03-03,706.0,6.0,0,
11329,,Diamond Princess,2020-03-04,706.0,6.0,0,
11330,,Diamond Princess,2020-03-05,706.0,6.0,0,
11331,,Diamond Princess,2020-03-06,706.0,6.0,0,
11332,,Diamond Princess,2020-03-07,706.0,6.0,0,
11333,,Diamond Princess,2020-03-08,706.0,6.0,0,
11334,,Diamond Princess,2020-03-09,706.0,6.0,0,
11335,,Diamond Princess,2020-03-10,706.0,6.0,0,
11336,,Diamond Princess,2020-03-11,706.0,7.0,0,
11337,,Diamond Princess,2020-03-12,706.0,7.0,0,
11338,,Diamond Princess,2020-03-13,706.0,7.0,0,
11339,,Diamond Princess,2020-03-14,706.0,7.0,0,
11340,,Diamond Princess,2020-03-15,706.0,7.0,0,
11341,,Diamond Princess,2020-03-16,706.0,7.0,0,
11342,,Diamond Princess,2020-03-17,706.0,7.0,0,
11343,,Diamond Princess,2020-03-18,712.0,7.0,0,
11344,,Diamond Princess,2020-03-19,712.0,7.0,0,
11345,,Diamond Princess,2020-03-20,712.0,7.0,0,
11346,,Diamond Princess,2020-03-21,712.0,8.0,0,
11347,,Diamond Princess,2020-03-22,712.0,8.0,0,
11348,,Diamond Princess,2020-03-23,712.0,8.0,0,
11349,,Diamond Princess,2020-03-24,712.0,10.0,0,
11350,,Diamond Princess,2020-03-25,712.0,10.0,0,
11351,,Diamond Princess,2020-03-26,712.0,10.0,0,
11352,,Diamond Princess,2020-03-27,712.0,10.0,0,
11353,,Diamond Princess,2020-03-28,712.0,10.0,0,
11354,,Diamond Princess,2020-03-29,712.0,10.0,0,
11355,,Diamond Princess,2020-03-30,712.0,10.0,0,
11356,,Diamond Princess,2020-03-31,712.0,10.0,0,
11357,,Diamond Princess,2020-04-01,712.0,11.0,0,
11358,,Diamond Princess,2020-04-02,712.0,11.0,0,
11359,,Diamond Princess,2020-04-03,712.0,11.0,0,
11360,,Diamond Princess,2020-04-04,712.0,11.0,0,
11361,,Diamond Princess,2020-04-05,712.0,11.0,0,
11362,,Diamond Princess,2020-04-06,712.0,11.0,0,
11363,,Diamond Princess,2020-04-07,712.0,11.0,0,
11364,,Diamond Princess,2020-04-08,712.0,11.0,0,
11365,,Diamond Princess,2020-04-09,712.0,11.0,0,
11366,,Diamond Princess,2020-04-10,712.0,11.0,0,
11367,,Diamond Princess,2020-04-11,712.0,11.0,0,
11368,,Diamond Princess,2020-04-12,712.0,11.0,0,
11369,,Diamond Princess,2020-04-13,712.0,11.0,0,
11401,,Djibouti,2020-01-22,0.0,0.0,5,7.4
11402,,Djibouti,2020-01-23,0.0,0.0,6,7.4
11403,,Djibouti,2020-01-24,0.0,0.0,4,7.4
11404,,Djibouti,2020-01-25,0.0,0.0,2,7.4
11405,,Djibouti,2020-01-26,0.0,0.0,7,7.4
11406,,Djibouti,2020-01-27,0.0,0.0,5,7.4
11407,,Djibouti,2020-01-28,0.0,0.0,4,7.4
11408,,Djibouti,2020-01-29,0.0,0.0,4,7.4
11409,,Djibouti,2020-01-30,0.0,0.0,8,7.4
11410,,Djibouti,2020-01-31,0.0,0.0,0,7.4
11411,,Djibouti,2020-02-01,0.0,0.0,4,7.4
11412,,Djibouti,2020-02-02,0.0,0.0,8,7.4
11413,,Djibouti,2020-02-03,0.0,0.0,6,7.4
11414,,Djibouti,2020-02-04,0.0,0.0,4,7.4
11415,,Djibouti,2020-02-05,0.0,0.0,5,7.4
11416,,Djibouti,2020-02-06,0.0,0.0,7,7.4
11417,,Djibouti,2020-02-07,0.0,0.0,5,7.4
11418,,Djibouti,2020-02-08,0.0,0.0,4,7.4
11419,,Djibouti,2020-02-09,0.0,0.0,7,7.4
11420,,Djibouti,2020-02-10,0.0,0.0,5,7.4
11421,,Djibouti,2020-02-11,0.0,0.0,4,7.4
11422,,Djibouti,2020-02-12,0.0,0.0,4,7.4
11423,,Djibouti,2020-02-13,0.0,0.0,5,7.4
11424,,Djibouti,2020-02-14,0.0,0.0,4,7.4
11425,,Djibouti,2020-02-15,0.0,0.0,4,7.4
11426,,Djibouti,2020-02-16,0.0,0.0,8,7.4
11427,,Djibouti,2020-02-17,0.0,0.0,6,7.4
11428,,Djibouti,2020-02-18,0.0,0.0,3,7.4
11429,,Djibouti,2020-02-19,0.0,0.0,5,7.4
11430,,Djibouti,2020-02-20,0.0,0.0,0,7.4
11431,,Djibouti,2020-02-21,0.0,0.0,4,7.4
11432,,Djibouti,2020-02-22,0.0,0.0,4,7.4
11433,,Djibouti,2020-02-23,0.0,0.0,7,7.4
11434,,Djibouti,2020-02-24,0.0,0.0,6,7.4
11435,,Djibouti,2020-02-25,0.0,0.0,4,7.4
11436,,Djibouti,2020-02-26,0.0,0.0,5,7.4
11437,,Djibouti,2020-02-27,0.0,0.0,7,7.4
11438,,Djibouti,2020-02-28,0.0,0.0,4,7.4
11439,,Djibouti,2020-02-29,0.0,0.0,4,7.4
11440,,Djibouti,2020-03-01,0.0,0.0,6,7.4
11441,,Djibouti,2020-03-02,0.0,0.0,6,7.4
11442,,Djibouti,2020-03-03,0.0,0.0,4,7.4
11443,,Djibouti,2020-03-04,0.0,0.0,4,7.4
11444,,Djibouti,2020-03-05,0.0,0.0,6,7.4
11445,,Djibouti,2020-03-06,0.0,0.0,4,7.4
11446,,Djibouti,2020-03-07,0.0,0.0,3,7.4
11447,,Djibouti,2020-03-08,0.0,0.0,6,7.4
11448,,Djibouti,2020-03-09,0.0,0.0,6,7.4
11449,,Djibouti,2020-03-10,0.0,0.0,4,7.4
11450,,Djibouti,2020-03-11,0.0,0.0,4,7.4
11451,,Djibouti,2020-03-12,0.0,0.0,5,7.4
11452,,Djibouti,2020-03-13,0.0,0.0,5,7.4
11453,,Djibouti,2020-03-14,0.0,0.0,2,7.4
11454,,Djibouti,2020-03-15,0.0,0.0,6,7.4
11455,,Djibouti,2020-03-16,0.0,0.0,6,7.4
11456,,Djibouti,2020-03-17,0.0,0.0,3,7.4
11457,,Djibouti,2020-03-18,1.0,0.0,0,7.4
11458,,Djibouti,2020-03-19,1.0,0.0,0,7.4
11459,,Djibouti,2020-03-20,1.0,0.0,0,7.4
11460,,Djibouti,2020-03-21,1.0,0.0,0,7.4
11461,,Djibouti,2020-03-22,1.0,0.0,0,7.4
11462,,Djibouti,2020-03-23,3.0,0.0,0,7.4
11463,,Djibouti,2020-03-24,3.0,0.0,1,7.4
11464,,Djibouti,2020-03-25,11.0,0.0,0,7.4
11465,,Djibouti,2020-03-26,11.0,0.0,1,7.4
11466,,Djibouti,2020-03-27,12.0,0.0,0,7.4
11467,,Djibouti,2020-03-28,14.0,0.0,0,7.4
11468,,Djibouti,2020-03-29,18.0,0.0,0,7.4
11469,,Djibouti,2020-03-30,18.0,0.0,0,7.4
11470,,Djibouti,2020-03-31,30.0,0.0,1,7.4
11471,,Djibouti,2020-04-01,33.0,0.0,0,7.4
11472,,Djibouti,2020-04-02,40.0,0.0,1,7.4
11473,,Djibouti,2020-04-03,49.0,0.0,0,7.4
11474,,Djibouti,2020-04-04,50.0,0.0,0,7.4
11475,,Djibouti,2020-04-05,59.0,0.0,0,7.4
11476,,Djibouti,2020-04-06,90.0,0.0,0,7.4
11477,,Djibouti,2020-04-07,90.0,0.0,1,7.4
11478,,Djibouti,2020-04-08,135.0,0.0,0,7.4
11479,,Djibouti,2020-04-09,135.0,0.0,1,7.4
11480,,Djibouti,2020-04-10,150.0,1.0,0,7.4
11481,,Djibouti,2020-04-11,187.0,2.0,0,7.4
11482,,Djibouti,2020-04-12,214.0,2.0,0,7.4
11483,,Djibouti,2020-04-13,298.0,2.0,0,7.4
11515,,Dominica,2020-01-22,0.0,0.0,6,
11516,,Dominica,2020-01-23,0.0,0.0,6,
11517,,Dominica,2020-01-24,0.0,0.0,6,
11518,,Dominica,2020-01-25,0.0,0.0,7,
11519,,Dominica,2020-01-26,0.0,0.0,8,
11520,,Dominica,2020-01-27,0.0,0.0,7,
11521,,Dominica,2020-01-28,0.0,0.0,9,
11522,,Dominica,2020-01-29,0.0,0.0,6,
11523,,Dominica,2020-01-30,0.0,0.0,6,
11524,,Dominica,2020-01-31,0.0,0.0,0,
11525,,Dominica,2020-02-01,0.0,0.0,6,
11526,,Dominica,2020-02-02,0.0,0.0,7,
11527,,Dominica,2020-02-03,0.0,0.0,8,
11528,,Dominica,2020-02-04,0.0,0.0,6,
11529,,Dominica,2020-02-05,0.0,0.0,6,
11530,,Dominica,2020-02-06,0.0,0.0,8,
11531,,Dominica,2020-02-07,0.0,0.0,7,
11532,,Dominica,2020-02-08,0.0,0.0,5,
11533,,Dominica,2020-02-09,0.0,0.0,7,
11534,,Dominica,2020-02-10,0.0,0.0,5,
11535,,Dominica,2020-02-11,0.0,0.0,8,
11536,,Dominica,2020-02-12,0.0,0.0,7,
11537,,Dominica,2020-02-13,0.0,0.0,5,
11538,,Dominica,2020-02-14,0.0,0.0,7,
11539,,Dominica,2020-02-15,0.0,0.0,5,
11540,,Dominica,2020-02-16,0.0,0.0,6,
11541,,Dominica,2020-02-17,0.0,0.0,10,
11542,,Dominica,2020-02-18,0.0,0.0,7,
11543,,Dominica,2020-02-19,0.0,0.0,9,
11544,,Dominica,2020-02-20,0.0,0.0,0,
11545,,Dominica,2020-02-21,0.0,0.0,9,
11546,,Dominica,2020-02-22,0.0,0.0,8,
11547,,Dominica,2020-02-23,0.0,0.0,7,
11548,,Dominica,2020-02-24,0.0,0.0,6,
11549,,Dominica,2020-02-25,0.0,0.0,7,
11550,,Dominica,2020-02-26,0.0,0.0,8,
11551,,Dominica,2020-02-27,0.0,0.0,9,
11552,,Dominica,2020-02-28,0.0,0.0,8,
11553,,Dominica,2020-02-29,0.0,0.0,7,
