Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,DepartureFlight
3211,,Bosnia and Herzegovina,2020-02-09,0.0,0.0,8
3212,,Bosnia and Herzegovina,2020-02-10,0.0,0.0,9
3213,,Bosnia and Herzegovina,2020-02-11,0.0,0.0,8
3214,,Bosnia and Herzegovina,2020-02-12,0.0,0.0,8
3215,,Bosnia and Herzegovina,2020-02-13,0.0,0.0,8
3216,,Bosnia and Herzegovina,2020-02-14,0.0,0.0,11
3217,,Bosnia and Herzegovina,2020-02-15,0.0,0.0,9
3218,,Bosnia and Herzegovina,2020-02-16,0.0,0.0,8
3219,,Bosnia and Herzegovina,2020-02-17,0.0,0.0,10
3220,,Bosnia and Herzegovina,2020-02-18,0.0,0.0,9
3221,,Bosnia and Herzegovina,2020-02-19,0.0,0.0,10
3222,,Bosnia and Herzegovina,2020-02-20,0.0,0.0,0
3223,,Bosnia and Herzegovina,2020-02-21,0.0,0.0,12
3224,,Bosnia and Herzegovina,2020-02-22,0.0,0.0,10
3225,,Bosnia and Herzegovina,2020-02-23,0.0,0.0,7
3226,,Bosnia and Herzegovina,2020-02-24,0.0,0.0,9
3227,,Bosnia and Herzegovina,2020-02-25,0.0,0.0,12
3228,,Bosnia and Herzegovina,2020-02-26,0.0,0.0,8
3229,,Bosnia and Herzegovina,2020-02-27,0.0,0.0,5
3230,,Bosnia and Herzegovina,2020-02-28,0.0,0.0,10
3231,,Bosnia and Herzegovina,2020-02-29,0.0,0.0,10
3232,,Bosnia and Herzegovina,2020-03-01,0.0,0.0,7
3233,,Bosnia and Herzegovina,2020-03-02,0.0,0.0,11
3234,,Bosnia and Herzegovina,2020-03-03,0.0,0.0,7
3235,,Bosnia and Herzegovina,2020-03-04,0.0,0.0,7
3236,,Bosnia and Herzegovina,2020-03-05,2.0,0.0,5
3237,,Bosnia and Herzegovina,2020-03-06,2.0,0.0,12
3238,,Bosnia and Herzegovina,2020-03-07,3.0,0.0,10
3239,,Bosnia and Herzegovina,2020-03-08,3.0,0.0,7
3240,,Bosnia and Herzegovina,2020-03-09,3.0,0.0,10
3241,,Bosnia and Herzegovina,2020-03-10,5.0,0.0,8
3242,,Bosnia and Herzegovina,2020-03-11,7.0,0.0,8
3243,,Bosnia and Herzegovina,2020-03-12,11.0,0.0,7
3244,,Bosnia and Herzegovina,2020-03-13,13.0,0.0,12
3245,,Bosnia and Herzegovina,2020-03-14,18.0,0.0,9
3246,,Bosnia and Herzegovina,2020-03-15,24.0,0.0,8
3247,,Bosnia and Herzegovina,2020-03-16,25.0,0.0,6
3248,,Bosnia and Herzegovina,2020-03-17,26.0,0.0,6
3249,,Bosnia and Herzegovina,2020-03-18,38.0,0.0,4
3250,,Bosnia and Herzegovina,2020-03-19,63.0,0.0,1
3251,,Bosnia and Herzegovina,2020-03-20,89.0,0.0,3
3252,,Bosnia and Herzegovina,2020-03-21,93.0,1.0,1
3253,,Bosnia and Herzegovina,2020-03-22,126.0,1.0,1
3254,,Bosnia and Herzegovina,2020-03-23,136.0,1.0,2
3255,,Bosnia and Herzegovina,2020-03-24,166.0,3.0,1
3256,,Bosnia and Herzegovina,2020-03-25,176.0,3.0,1
3257,,Bosnia and Herzegovina,2020-03-26,191.0,3.0,0
3258,,Bosnia and Herzegovina,2020-03-27,237.0,4.0,0
3259,,Bosnia and Herzegovina,2020-03-28,258.0,5.0,0
3260,,Bosnia and Herzegovina,2020-03-29,323.0,6.0,0
3261,,Bosnia and Herzegovina,2020-03-30,368.0,10.0,0
3262,,Bosnia and Herzegovina,2020-03-31,420.0,13.0,0
3263,,Bosnia and Herzegovina,2020-04-01,459.0,13.0,0
3264,,Bosnia and Herzegovina,2020-04-02,533.0,16.0,0
3265,,Bosnia and Herzegovina,2020-04-03,579.0,17.0,0
3266,,Bosnia and Herzegovina,2020-04-04,624.0,21.0,0
3267,,Bosnia and Herzegovina,2020-04-05,654.0,23.0,0
3268,,Bosnia and Herzegovina,2020-04-06,674.0,29.0,1
3269,,Bosnia and Herzegovina,2020-04-07,764.0,33.0,0
3270,,Bosnia and Herzegovina,2020-04-08,804.0,34.0,0
3271,,Bosnia and Herzegovina,2020-04-09,858.0,35.0,0
3272,,Bosnia and Herzegovina,2020-04-10,901.0,36.0,0
3273,,Bosnia and Herzegovina,2020-04-11,946.0,37.0,0
3274,,Bosnia and Herzegovina,2020-04-12,1009.0,39.0,0
3275,,Bosnia and Herzegovina,2020-04-13,1037.0,39.0,0
3307,,Botswana,2020-01-22,0.0,0.0,2
3308,,Botswana,2020-01-23,0.0,0.0,2
3309,,Botswana,2020-01-24,0.0,0.0,4
3310,,Botswana,2020-01-25,0.0,0.0,2
3311,,Botswana,2020-01-26,0.0,0.0,0
3312,,Botswana,2020-01-27,0.0,0.0,2
3313,,Botswana,2020-01-28,0.0,0.0,2
3314,,Botswana,2020-01-29,0.0,0.0,2
3315,,Botswana,2020-01-30,0.0,0.0,1
3316,,Botswana,2020-01-31,0.0,0.0,0
3317,,Botswana,2020-02-01,0.0,0.0,1
3318,,Botswana,2020-02-02,0.0,0.0,1
3319,,Botswana,2020-02-03,0.0,0.0,1
3320,,Botswana,2020-02-04,0.0,0.0,1
3321,,Botswana,2020-02-05,0.0,0.0,2
3322,,Botswana,2020-02-06,0.0,0.0,1
3323,,Botswana,2020-02-07,0.0,0.0,1
3324,,Botswana,2020-02-08,0.0,0.0,1
3325,,Botswana,2020-02-09,0.0,0.0,0
3326,,Botswana,2020-02-10,0.0,0.0,1
3327,,Botswana,2020-02-11,0.0,0.0,1
3328,,Botswana,2020-02-12,0.0,0.0,2
3329,,Botswana,2020-02-13,0.0,0.0,2
3330,,Botswana,2020-02-14,0.0,0.0,2
3331,,Botswana,2020-02-15,0.0,0.0,1
3332,,Botswana,2020-02-16,0.0,0.0,1
3333,,Botswana,2020-02-17,0.0,0.0,1
3334,,Botswana,2020-02-18,0.0,0.0,1
3335,,Botswana,2020-02-19,0.0,0.0,2
3336,,Botswana,2020-02-20,0.0,0.0,0
3337,,Botswana,2020-02-21,0.0,0.0,1
3338,,Botswana,2020-02-22,0.0,0.0,3
3339,,Botswana,2020-02-23,0.0,0.0,1
3340,,Botswana,2020-02-24,0.0,0.0,3
3341,,Botswana,2020-02-25,0.0,0.0,1
3342,,Botswana,2020-02-26,0.0,0.0,2
3343,,Botswana,2020-02-27,0.0,0.0,2
3344,,Botswana,2020-02-28,0.0,0.0,1
3345,,Botswana,2020-02-29,0.0,0.0,1
3346,,Botswana,2020-03-01,0.0,0.0,2
3347,,Botswana,2020-03-02,0.0,0.0,2
3348,,Botswana,2020-03-03,0.0,0.0,1
3349,,Botswana,2020-03-04,0.0,0.0,3
3350,,Botswana,2020-03-05,0.0,0.0,1
3351,,Botswana,2020-03-06,0.0,0.0,3
3352,,Botswana,2020-03-07,0.0,0.0,2
3353,,Botswana,2020-03-08,0.0,0.0,3
3354,,Botswana,2020-03-09,0.0,0.0,2
3355,,Botswana,2020-03-10,0.0,0.0,2
3356,,Botswana,2020-03-11,0.0,0.0,3
3357,,Botswana,2020-03-12,0.0,0.0,2
3358,,Botswana,2020-03-13,0.0,0.0,3
3359,,Botswana,2020-03-14,0.0,0.0,2
3360,,Botswana,2020-03-15,0.0,0.0,3
3361,,Botswana,2020-03-16,0.0,0.0,2
3362,,Botswana,2020-03-17,0.0,0.0,1
3363,,Botswana,2020-03-18,0.0,0.0,2
3364,,Botswana,2020-03-19,0.0,0.0,1
3365,,Botswana,2020-03-20,0.0,0.0,2
3366,,Botswana,2020-03-21,0.0,0.0,0
3367,,Botswana,2020-03-22,0.0,0.0,1
3368,,Botswana,2020-03-23,0.0,0.0,0
3369,,Botswana,2020-03-24,0.0,0.0,2
3370,,Botswana,2020-03-25,0.0,0.0,0
3371,,Botswana,2020-03-26,0.0,0.0,1
3372,,Botswana,2020-03-27,0.0,0.0,0
3373,,Botswana,2020-03-28,0.0,0.0,0
3374,,Botswana,2020-03-29,0.0,0.0,0
3375,,Botswana,2020-03-30,3.0,0.0,0
3376,,Botswana,2020-03-31,4.0,1.0,0
3377,,Botswana,2020-04-01,4.0,1.0,0
3378,,Botswana,2020-04-02,4.0,1.0,0
3379,,Botswana,2020-04-03,4.0,1.0,0
3380,,Botswana,2020-04-04,4.0,1.0,0
3381,,Botswana,2020-04-05,6.0,1.0,0
3382,,Botswana,2020-04-06,6.0,1.0,0
3383,,Botswana,2020-04-07,6.0,1.0,0
3384,,Botswana,2020-04-08,6.0,1.0,0
3385,,Botswana,2020-04-09,13.0,1.0,0
3386,,Botswana,2020-04-10,13.0,1.0,0
3387,,Botswana,2020-04-11,13.0,1.0,0
3388,,Botswana,2020-04-12,13.0,1.0,0
3389,,Botswana,2020-04-13,13.0,1.0,0
3421,,Brazil,2020-01-22,0.0,0.0,176
3422,,Brazil,2020-01-23,0.0,0.0,171
3423,,Brazil,2020-01-24,0.0,0.0,191
3424,,Brazil,2020-01-25,0.0,0.0,195
3425,,Brazil,2020-01-26,0.0,0.0,189
3426,,Brazil,2020-01-27,0.0,0.0,184
3427,,Brazil,2020-01-28,0.0,0.0,176
3428,,Brazil,2020-01-29,0.0,0.0,186
3429,,Brazil,2020-01-30,0.0,0.0,184
3430,,Brazil,2020-01-31,0.0,0.0,0
3431,,Brazil,2020-02-01,0.0,0.0,195
3432,,Brazil,2020-02-02,0.0,0.0,191
3433,,Brazil,2020-02-03,0.0,0.0,178
3434,,Brazil,2020-02-04,0.0,0.0,165
3435,,Brazil,2020-02-05,0.0,0.0,174
3436,,Brazil,2020-02-06,0.0,0.0,162
3437,,Brazil,2020-02-07,0.0,0.0,191
3438,,Brazil,2020-02-08,0.0,0.0,189
3439,,Brazil,2020-02-09,0.0,0.0,183
3440,,Brazil,2020-02-10,0.0,0.0,174
3441,,Brazil,2020-02-11,0.0,0.0,169
3442,,Brazil,2020-02-12,0.0,0.0,177
3443,,Brazil,2020-02-13,0.0,0.0,165
3444,,Brazil,2020-02-14,0.0,0.0,187
3445,,Brazil,2020-02-15,0.0,0.0,192
3446,,Brazil,2020-02-16,0.0,0.0,190
3447,,Brazil,2020-02-17,0.0,0.0,178
3448,,Brazil,2020-02-18,0.0,0.0,163
3449,,Brazil,2020-02-19,0.0,0.0,176
3450,,Brazil,2020-02-20,0.0,0.0,0
3451,,Brazil,2020-02-21,0.0,0.0,204
3452,,Brazil,2020-02-22,0.0,0.0,204
3453,,Brazil,2020-02-23,0.0,0.0,187
3454,,Brazil,2020-02-24,0.0,0.0,180
3455,,Brazil,2020-02-25,0.0,0.0,164
3456,,Brazil,2020-02-26,1.0,0.0,180
3457,,Brazil,2020-02-27,1.0,0.0,167
3458,,Brazil,2020-02-28,1.0,0.0,193
3459,,Brazil,2020-02-29,2.0,0.0,198
3460,,Brazil,2020-03-01,2.0,0.0,191
3461,,Brazil,2020-03-02,2.0,0.0,183
3462,,Brazil,2020-03-03,2.0,0.0,172
3463,,Brazil,2020-03-04,4.0,0.0,166
3464,,Brazil,2020-03-05,4.0,0.0,159
3465,,Brazil,2020-03-06,13.0,0.0,176
3466,,Brazil,2020-03-07,13.0,0.0,181
3467,,Brazil,2020-03-08,20.0,0.0,177
3468,,Brazil,2020-03-09,25.0,0.0,169
3469,,Brazil,2020-03-10,31.0,0.0,169
3470,,Brazil,2020-03-11,38.0,0.0,160
3471,,Brazil,2020-03-12,52.0,0.0,164
3472,,Brazil,2020-03-13,151.0,0.0,180
3473,,Brazil,2020-03-14,151.0,0.0,177
3474,,Brazil,2020-03-15,162.0,0.0,172
3475,,Brazil,2020-03-16,200.0,0.0,170
3476,,Brazil,2020-03-17,321.0,1.0,156
3477,,Brazil,2020-03-18,372.0,3.0,129
3478,,Brazil,2020-03-19,621.0,6.0,123
3479,,Brazil,2020-03-20,793.0,11.0,120
3480,,Brazil,2020-03-21,1021.0,15.0,106
3481,,Brazil,2020-03-22,1546.0,25.0,84
3482,,Brazil,2020-03-23,1924.0,34.0,58
3483,,Brazil,2020-03-24,2247.0,46.0,46
3484,,Brazil,2020-03-25,2554.0,59.0,37
3485,,Brazil,2020-03-26,2985.0,77.0,34
3486,,Brazil,2020-03-27,3417.0,92.0,36
3487,,Brazil,2020-03-28,3904.0,111.0,26
3488,,Brazil,2020-03-29,4256.0,136.0,33
3489,,Brazil,2020-03-30,4579.0,159.0,21
3490,,Brazil,2020-03-31,5717.0,201.0,22
3491,,Brazil,2020-04-01,6836.0,240.0,21
3492,,Brazil,2020-04-02,8044.0,324.0,12
3493,,Brazil,2020-04-03,9056.0,359.0,15
3494,,Brazil,2020-04-04,10360.0,445.0,10
3495,,Brazil,2020-04-05,11130.0,486.0,10
3496,,Brazil,2020-04-06,12161.0,564.0,11
3497,,Brazil,2020-04-07,14034.0,686.0,12
3498,,Brazil,2020-04-08,16170.0,819.0,13
3499,,Brazil,2020-04-09,18092.0,950.0,14
3500,,Brazil,2020-04-10,19638.0,1057.0,11
3501,,Brazil,2020-04-11,20727.0,1124.0,0
3502,,Brazil,2020-04-12,22192.0,1223.0,0
3503,,Brazil,2020-04-13,23430.0,1328.0,7
3535,,Brunei,2020-01-22,0.0,0.0,26
3536,,Brunei,2020-01-23,0.0,0.0,26
3537,,Brunei,2020-01-24,0.0,0.0,28
3538,,Brunei,2020-01-25,0.0,0.0,26
3539,,Brunei,2020-01-26,0.0,0.0,27
3540,,Brunei,2020-01-27,0.0,0.0,26
3541,,Brunei,2020-01-28,0.0,0.0,26
3542,,Brunei,2020-01-29,0.0,0.0,23
3543,,Brunei,2020-01-30,0.0,0.0,25
3544,,Brunei,2020-01-31,0.0,0.0,0
3545,,Brunei,2020-02-01,0.0,0.0,27
3546,,Brunei,2020-02-02,0.0,0.0,28
3547,,Brunei,2020-02-03,0.0,0.0,24
3548,,Brunei,2020-02-04,0.0,0.0,24
3549,,Brunei,2020-02-05,0.0,0.0,23
3550,,Brunei,2020-02-06,0.0,0.0,22
3551,,Brunei,2020-02-07,0.0,0.0,26
3552,,Brunei,2020-02-08,0.0,0.0,20
3553,,Brunei,2020-02-09,0.0,0.0,27
3554,,Brunei,2020-02-10,0.0,0.0,25
3555,,Brunei,2020-02-11,0.0,0.0,22
3556,,Brunei,2020-02-12,0.0,0.0,25
3557,,Brunei,2020-02-13,0.0,0.0,27
3558,,Brunei,2020-02-14,0.0,0.0,26
3559,,Brunei,2020-02-15,0.0,0.0,25
3560,,Brunei,2020-02-16,0.0,0.0,27
3561,,Brunei,2020-02-17,0.0,0.0,24
3562,,Brunei,2020-02-18,0.0,0.0,22
3563,,Brunei,2020-02-19,0.0,0.0,22
3564,,Brunei,2020-02-20,0.0,0.0,0
3565,,Brunei,2020-02-21,0.0,0.0,25
3566,,Brunei,2020-02-22,0.0,0.0,21
3567,,Brunei,2020-02-23,0.0,0.0,25
3568,,Brunei,2020-02-24,0.0,0.0,24
3569,,Brunei,2020-02-25,0.0,0.0,20
3570,,Brunei,2020-02-26,0.0,0.0,21
3571,,Brunei,2020-02-27,0.0,0.0,24
3572,,Brunei,2020-02-28,0.0,0.0,26
3573,,Brunei,2020-02-29,0.0,0.0,23
3574,,Brunei,2020-03-01,0.0,0.0,25
3575,,Brunei,2020-03-02,0.0,0.0,21
3576,,Brunei,2020-03-03,0.0,0.0,18
3577,,Brunei,2020-03-04,0.0,0.0,22
3578,,Brunei,2020-03-05,0.0,0.0,20
3579,,Brunei,2020-03-06,0.0,0.0,23
3580,,Brunei,2020-03-07,0.0,0.0,19
3581,,Brunei,2020-03-08,0.0,0.0,21
3582,,Brunei,2020-03-09,1.0,0.0,19
3583,,Brunei,2020-03-10,1.0,0.0,16
3584,,Brunei,2020-03-11,11.0,0.0,19
3585,,Brunei,2020-03-12,11.0,0.0,21
3586,,Brunei,2020-03-13,37.0,0.0,21
3587,,Brunei,2020-03-14,40.0,0.0,20
3588,,Brunei,2020-03-15,50.0,0.0,24
3589,,Brunei,2020-03-16,54.0,0.0,21
3590,,Brunei,2020-03-17,56.0,0.0,17
3591,,Brunei,2020-03-18,68.0,0.0,16
3592,,Brunei,2020-03-19,75.0,0.0,10
3593,,Brunei,2020-03-20,78.0,0.0,13
3594,,Brunei,2020-03-21,83.0,0.0,9
3595,,Brunei,2020-03-22,88.0,0.0,11
3596,,Brunei,2020-03-23,91.0,0.0,2
3597,,Brunei,2020-03-24,104.0,0.0,1
3598,,Brunei,2020-03-25,109.0,0.0,2
3599,,Brunei,2020-03-26,114.0,0.0,2
3600,,Brunei,2020-03-27,115.0,0.0,2
3601,,Brunei,2020-03-28,120.0,1.0,1
3602,,Brunei,2020-03-29,126.0,1.0,1
3603,,Brunei,2020-03-30,127.0,1.0,1
3604,,Brunei,2020-03-31,129.0,1.0,1
3605,,Brunei,2020-04-01,131.0,1.0,2
3606,,Brunei,2020-04-02,133.0,1.0,2
3607,,Brunei,2020-04-03,134.0,1.0,2
3608,,Brunei,2020-04-04,135.0,1.0,0
3609,,Brunei,2020-04-05,135.0,1.0,0
3610,,Brunei,2020-04-06,135.0,1.0,1
3611,,Brunei,2020-04-07,135.0,1.0,1
3612,,Brunei,2020-04-08,135.0,1.0,3
3613,,Brunei,2020-04-09,135.0,1.0,2
3614,,Brunei,2020-04-10,136.0,1.0,2
3615,,Brunei,2020-04-11,136.0,1.0,0
3616,,Brunei,2020-04-12,136.0,1.0,0
3617,,Brunei,2020-04-13,136.0,1.0,1
3649,,Bulgaria,2020-01-22,0.0,0.0,56
3650,,Bulgaria,2020-01-23,0.0,0.0,53
3651,,Bulgaria,2020-01-24,0.0,0.0,63
3652,,Bulgaria,2020-01-25,0.0,0.0,59
3653,,Bulgaria,2020-01-26,0.0,0.0,72
3654,,Bulgaria,2020-01-27,0.0,0.0,69
3655,,Bulgaria,2020-01-28,0.0,0.0,56
3656,,Bulgaria,2020-01-29,0.0,0.0,60
3657,,Bulgaria,2020-01-30,0.0,0.0,57
3658,,Bulgaria,2020-01-31,0.0,0.0,0
3659,,Bulgaria,2020-02-01,0.0,0.0,61
3660,,Bulgaria,2020-02-02,0.0,0.0,74
3661,,Bulgaria,2020-02-03,0.0,0.0,68
3662,,Bulgaria,2020-02-04,0.0,0.0,58
3663,,Bulgaria,2020-02-05,0.0,0.0,60
3664,,Bulgaria,2020-02-06,0.0,0.0,64
3665,,Bulgaria,2020-02-07,0.0,0.0,66
3666,,Bulgaria,2020-02-08,0.0,0.0,65
3667,,Bulgaria,2020-02-09,0.0,0.0,69
3668,,Bulgaria,2020-02-10,0.0,0.0,66
3669,,Bulgaria,2020-02-11,0.0,0.0,59
3670,,Bulgaria,2020-02-12,0.0,0.0,60
3671,,Bulgaria,2020-02-13,0.0,0.0,62
3672,,Bulgaria,2020-02-14,0.0,0.0,68
3673,,Bulgaria,2020-02-15,0.0,0.0,65
3674,,Bulgaria,2020-02-16,0.0,0.0,71
3675,,Bulgaria,2020-02-17,0.0,0.0,69
3676,,Bulgaria,2020-02-18,0.0,0.0,60
3677,,Bulgaria,2020-02-19,0.0,0.0,64
3678,,Bulgaria,2020-02-20,0.0,0.0,0
3679,,Bulgaria,2020-02-21,0.0,0.0,67
3680,,Bulgaria,2020-02-22,0.0,0.0,67
3681,,Bulgaria,2020-02-23,0.0,0.0,78
3682,,Bulgaria,2020-02-24,0.0,0.0,72
3683,,Bulgaria,2020-02-25,0.0,0.0,58
3684,,Bulgaria,2020-02-26,0.0,0.0,65
3685,,Bulgaria,2020-02-27,0.0,0.0,62
3686,,Bulgaria,2020-02-28,0.0,0.0,66
3687,,Bulgaria,2020-02-29,0.0,0.0,66
3688,,Bulgaria,2020-03-01,0.0,0.0,75
3689,,Bulgaria,2020-03-02,0.0,0.0,68
3690,,Bulgaria,2020-03-03,0.0,0.0,62
3691,,Bulgaria,2020-03-04,0.0,0.0,68
3692,,Bulgaria,2020-03-05,0.0,0.0,66
3693,,Bulgaria,2020-03-06,0.0,0.0,69
3694,,Bulgaria,2020-03-07,0.0,0.0,64
3695,,Bulgaria,2020-03-08,4.0,0.0,75
3696,,Bulgaria,2020-03-09,4.0,0.0,66
3697,,Bulgaria,2020-03-10,4.0,0.0,58
3698,,Bulgaria,2020-03-11,7.0,1.0,57
3699,,Bulgaria,2020-03-12,7.0,1.0,49
3700,,Bulgaria,2020-03-13,23.0,1.0,57
3701,,Bulgaria,2020-03-14,41.0,2.0,52
3702,,Bulgaria,2020-03-15,51.0,2.0,58
3703,,Bulgaria,2020-03-16,52.0,2.0,45
3704,,Bulgaria,2020-03-17,67.0,2.0,36
3705,,Bulgaria,2020-03-18,92.0,2.0,35
3706,,Bulgaria,2020-03-19,94.0,3.0,27
3707,,Bulgaria,2020-03-20,127.0,3.0,35
3708,,Bulgaria,2020-03-21,163.0,3.0,29
3709,,Bulgaria,2020-03-22,187.0,3.0,32
3710,,Bulgaria,2020-03-23,201.0,3.0,21
3711,,Bulgaria,2020-03-24,218.0,3.0,15
3712,,Bulgaria,2020-03-25,242.0,3.0,8
3713,,Bulgaria,2020-03-26,264.0,3.0,12
3714,,Bulgaria,2020-03-27,293.0,3.0,13
3715,,Bulgaria,2020-03-28,331.0,7.0,11
3716,,Bulgaria,2020-03-29,346.0,8.0,8
3717,,Bulgaria,2020-03-30,359.0,8.0,9
3718,,Bulgaria,2020-03-31,399.0,8.0,5
3719,,Bulgaria,2020-04-01,422.0,10.0,6
3720,,Bulgaria,2020-04-02,457.0,10.0,8
3721,,Bulgaria,2020-04-03,485.0,14.0,11
3722,,Bulgaria,2020-04-04,503.0,17.0,6
3723,,Bulgaria,2020-04-05,531.0,20.0,8
3724,,Bulgaria,2020-04-06,549.0,22.0,7
3725,,Bulgaria,2020-04-07,577.0,23.0,6
3726,,Bulgaria,2020-04-08,593.0,24.0,7
3727,,Bulgaria,2020-04-09,618.0,24.0,6
3728,,Bulgaria,2020-04-10,635.0,25.0,11
3729,,Bulgaria,2020-04-11,661.0,28.0,0
3730,,Bulgaria,2020-04-12,675.0,29.0,0
3731,,Bulgaria,2020-04-13,685.0,32.0,8
3763,,Burkina Faso,2020-01-22,0.0,0.0,6
3764,,Burkina Faso,2020-01-23,0.0,0.0,4
3765,,Burkina Faso,2020-01-24,0.0,0.0,6
3766,,Burkina Faso,2020-01-25,0.0,0.0,8
3767,,Burkina Faso,2020-01-26,0.0,0.0,4
3768,,Burkina Faso,2020-01-27,0.0,0.0,7
3769,,Burkina Faso,2020-01-28,0.0,0.0,5
3770,,Burkina Faso,2020-01-29,0.0,0.0,6
3771,,Burkina Faso,2020-01-30,0.0,0.0,5
3772,,Burkina Faso,2020-01-31,0.0,0.0,0
3773,,Burkina Faso,2020-02-01,0.0,0.0,9
3774,,Burkina Faso,2020-02-02,0.0,0.0,7
3775,,Burkina Faso,2020-02-03,0.0,0.0,8
3776,,Burkina Faso,2020-02-04,0.0,0.0,5
3777,,Burkina Faso,2020-02-05,0.0,0.0,6
3778,,Burkina Faso,2020-02-06,0.0,0.0,5
3779,,Burkina Faso,2020-02-07,0.0,0.0,7
3780,,Burkina Faso,2020-02-08,0.0,0.0,8
3781,,Burkina Faso,2020-02-09,0.0,0.0,5
3782,,Burkina Faso,2020-02-10,0.0,0.0,7
3783,,Burkina Faso,2020-02-11,0.0,0.0,4
3784,,Burkina Faso,2020-02-12,0.0,0.0,7
3785,,Burkina Faso,2020-02-13,0.0,0.0,5
3786,,Burkina Faso,2020-02-14,0.0,0.0,7
3787,,Burkina Faso,2020-02-15,0.0,0.0,7
3788,,Burkina Faso,2020-02-16,0.0,0.0,5
3789,,Burkina Faso,2020-02-17,0.0,0.0,7
3790,,Burkina Faso,2020-02-18,0.0,0.0,5
3791,,Burkina Faso,2020-02-19,0.0,0.0,5
3792,,Burkina Faso,2020-02-20,0.0,0.0,0
3793,,Burkina Faso,2020-02-21,0.0,0.0,7
3794,,Burkina Faso,2020-02-22,0.0,0.0,7
3795,,Burkina Faso,2020-02-23,0.0,0.0,6
3796,,Burkina Faso,2020-02-24,0.0,0.0,7
3797,,Burkina Faso,2020-02-25,0.0,0.0,6
3798,,Burkina Faso,2020-02-26,0.0,0.0,6
3799,,Burkina Faso,2020-02-27,0.0,0.0,5
3800,,Burkina Faso,2020-02-28,0.0,0.0,7
3801,,Burkina Faso,2020-02-29,0.0,0.0,7
3802,,Burkina Faso,2020-03-01,0.0,0.0,6
3803,,Burkina Faso,2020-03-02,0.0,0.0,7
3804,,Burkina Faso,2020-03-03,0.0,0.0,6
3805,,Burkina Faso,2020-03-04,0.0,0.0,6
3806,,Burkina Faso,2020-03-05,0.0,0.0,5
3807,,Burkina Faso,2020-03-06,0.0,0.0,7
3808,,Burkina Faso,2020-03-07,0.0,0.0,7
3809,,Burkina Faso,2020-03-08,0.0,0.0,5
3810,,Burkina Faso,2020-03-09,0.0,0.0,6
3811,,Burkina Faso,2020-03-10,1.0,0.0,5
3812,,Burkina Faso,2020-03-11,2.0,0.0,6
3813,,Burkina Faso,2020-03-12,2.0,0.0,5
3814,,Burkina Faso,2020-03-13,2.0,0.0,6
3815,,Burkina Faso,2020-03-14,2.0,0.0,6
3816,,Burkina Faso,2020-03-15,3.0,0.0,7
3817,,Burkina Faso,2020-03-16,15.0,0.0,5
3818,,Burkina Faso,2020-03-17,15.0,0.0,6
3819,,Burkina Faso,2020-03-18,20.0,1.0,4
3820,,Burkina Faso,2020-03-19,33.0,1.0,4
3821,,Burkina Faso,2020-03-20,40.0,1.0,2
3822,,Burkina Faso,2020-03-21,64.0,2.0,2
3823,,Burkina Faso,2020-03-22,75.0,4.0,1
3824,,Burkina Faso,2020-03-23,99.0,4.0,2
3825,,Burkina Faso,2020-03-24,114.0,4.0,0
3826,,Burkina Faso,2020-03-25,146.0,4.0,0
3827,,Burkina Faso,2020-03-26,152.0,7.0,0
3828,,Burkina Faso,2020-03-27,180.0,9.0,0
3829,,Burkina Faso,2020-03-28,207.0,11.0,0
3830,,Burkina Faso,2020-03-29,222.0,12.0,0
3831,,Burkina Faso,2020-03-30,246.0,12.0,0
3832,,Burkina Faso,2020-03-31,261.0,14.0,0
3833,,Burkina Faso,2020-04-01,282.0,16.0,0
3834,,Burkina Faso,2020-04-02,288.0,16.0,0
3835,,Burkina Faso,2020-04-03,302.0,16.0,0
3836,,Burkina Faso,2020-04-04,318.0,16.0,0
3837,,Burkina Faso,2020-04-05,345.0,17.0,0
3838,,Burkina Faso,2020-04-06,364.0,18.0,1
3839,,Burkina Faso,2020-04-07,384.0,19.0,0
3840,,Burkina Faso,2020-04-08,414.0,23.0,0
3841,,Burkina Faso,2020-04-09,443.0,24.0,0
3842,,Burkina Faso,2020-04-10,443.0,24.0,0
3843,,Burkina Faso,2020-04-11,484.0,27.0,0
3844,,Burkina Faso,2020-04-12,497.0,27.0,0
3845,,Burkina Faso,2020-04-13,497.0,27.0,0
3877,,Burma,2020-01-22,0.0,0.0,59
3878,,Burma,2020-01-23,0.0,0.0,56
3879,,Burma,2020-01-24,0.0,0.0,56
3880,,Burma,2020-01-25,0.0,0.0,52
3881,,Burma,2020-01-26,0.0,0.0,58
3882,,Burma,2020-01-27,0.0,0.0,51
3883,,Burma,2020-01-28,0.0,0.0,51
3884,,Burma,2020-01-29,0.0,0.0,57
3885,,Burma,2020-01-30,0.0,0.0,55
3886,,Burma,2020-01-31,0.0,0.0,0
3887,,Burma,2020-02-01,0.0,0.0,50
3888,,Burma,2020-02-02,0.0,0.0,54
3889,,Burma,2020-02-03,0.0,0.0,46
3890,,Burma,2020-02-04,0.0,0.0,41
3891,,Burma,2020-02-05,0.0,0.0,49
3892,,Burma,2020-02-06,0.0,0.0,46
3893,,Burma,2020-02-07,0.0,0.0,47
3894,,Burma,2020-02-08,0.0,0.0,47
3895,,Burma,2020-02-09,0.0,0.0,48
3896,,Burma,2020-02-10,0.0,0.0,44
